oclc,authorName,authorDates,ENDFullTitle,pubLocationStatement,pubDateTranscribed,format,formatStatement,generalNotes,paratextTitleControlled,paratext,epigraphBoolean,narrativeFormPrimary,narrativeFormAdditional,nonProseForms,inscriptionBoolean,marginaliaBoolean,translationClaimControlled,titleOtherWorks,titleNouns,titleAdjectives,titlePlaces,titleNames,titleVerbs,titleObjects,titleAdverbs,catalogedBy,Column,Column 29,Column 30,Column 31
198860,"Marmontel, Jean François,",1723-1799.,"Belisarius. By M. Marmontel, member of the French Academy.",London,1767,Duodecimo,,"Translation of: Bélisaire., Error in pagination: 130 called 120., Four engraved illustrations, one a frontispiece. The frontispiece depicts a boy guiding a young man with a walking stick before a broken pillar and palm tree. The second, opposite to page 46, corresponds to Chap. 6. It depicts an older man and younger woman reaching towards each other while two people restrain the woman. The third, opposite to page 59, corresponds to Chap. 7. It depicts an older man with arms outstretched towards another man, who gestures sardonically. The fourth, opposite to page 225, corresponds to Chap. 16. It depicts a person addressing a crowd of people before a fancy building., Woodcut headpieces and tailpieces, Historical fiction set during Justinian's reign in the Roman Empire., Library marginalia on first and last leaf of book., Page 84 and 85 have been torn., Illustration on page 48., Inscription: ""H. Gravelot Inn. Chapter 6. Vitalba Sculp."", Illustration on page 224., Inscription: ""H. Gravelot Invt. Ch. XVL. J. Fiongeron Sculp.","Preface, Preface, Footnotes","The genius of M. Marmontel has been of late so much admired in this kingdom, that a work from his pen could not but attract the most early attention."", ""I am aware, and it must not be dissembled, that the fact upon which the following piece is grounded, may be considered rather as a popular opinion, than an historical truth."", In Latin.",1,Third-person,,,1,1,Translation,,"member, Academy",French,,"Belisarius, M. Marmontel",,,,GE 6/29/2015 Swarthmore College KS,,,,
198912,,,The adventures of an author.,London,1767,Duodecimo,In two volumes.,"Bookplate, v.2, front paste-down endpaper, reads: ""Thomas Tipping"". Likely a relative of person whose name is inscribed v.1., Library-related marginalia; pencil; words and numbers; v.1 and v.2; verso back free endpaper., Library-related marginalia; pencil; words and numbers; v.2; back paste-down endpaper. Adjacent, ""Singer Mend'Hall Collec"" stamped in ink., Card with handwritten information about the work, signed g. Dr. Mendenhall in a plastic envelope., No running title. Instead, page numbers printed center of top margin, verso and recto of each leaf., Printer Robinson VIAF authorized as the elder George Robinson, as the elder did not take his son George into partnership until 1784, according to Dictionary of printers and boooksellers 1726-1775 (Plomer, Bushnell and Dix)., Printer Roberts does not have individual VIAF record, although under corporate entry with Robinson, John Roberts is given as alternate name form of Roberts. Death date from Dictionary of printers and boooksellers 1726-1775 (Plomer, Bushnell and Dix)., Narrative includes frequent, direct address of the reader and meta discussion of authorship.","Introduction, Table of contents, Table of contents","Introduction is structured as chapter 1. Transcription: ""The ideas of authorship and poverty are so immediately connected, that after a man has once read Locke, and understood him, they are ever after looked upon as a part of the same complex idea of mixt modes. I would, however, endeavour analytically to separate them, and by deduction prove, that it is possible for a man, though he may be infected with a very inveterate cacoethes scribendi, to be possessed of a clean shirt and a guinea."", Transcription: ""Chap. III. A sketch of the present practice of the law, and the miserable state of thirty thousand limbs; attempted to be controverted by an anecdote of a certain great man. 16"", Transcription: ""Chap. I. The Coffee-house chapter. Page 1",0,Third-person,First-person,,1,1,,,"Adventure, Author, Friend, Volume",Two,,,Write,,,KGP 7/7/15 Haverford College NB,,,,
198938,,,"The nunnery; or, the history of Miss Sophia Howard. In two volumes.",London:,1767,Duodecimo,In two volumes.,"Library-related marginalia; pencil; numbers and words; recto, first leaf of main text, and back paste-down endpaper, v.1 and v.2., Advertisements on last 7 p. of vol. 2., ""U. of Pa. Library"" stamped in ink' verso title page, v.1 and v.2; verso, last leaf main text; and first page of advertisements v.2., Bookplate located front paste-down endpaper, v.1 and v.2. Shows a crown floating above a rearing lion. Beneath lion, words: ""Earl of Normanton."", Bookplate located recto front free endpaper, v.1 and v.2. ""Library of the University of Pennsylvania The Godfrey F. Singer Memorial presented by Mr. and Mrs. Singer""., The vast majority of the letters, particularly in v.1, are by Sophia Howard to Harriot Stanmore., V.1, p.131-132 bottom, outer corner of margin is missing., Marking on inside front board v.1, ""25/-"" indicates the book was sold for 25 shillings., Water damage on p. 127., V.1, p.131-132 bottom, outer corner of margin is missing., Front and back boards indicate that both books have been rebound.",,,0,Epistolary,,,0,1,,,"Nunnery, History, Volume",Two,,Miss Sophia Howard,,,,KGP 6/24-25/15 Haverford College KS,,,,
198941,,,The history of Mr. Wallace.,London :,1768,,,"Each vol. contains 2 books which are signed and paged continuously., Library marginalia, back paste-down endpaper, v.1 and v.2.","Table of contents, Table of contents","Format: descriptive phrases separated by em dashes in paragraph format., Format: descriptive phrases separated by em dashes in paragraph format.",0,Third-person,,,1,1,,,"triumph, love, beauty, family, book",four,,Mr. Wallace,,,,GE 6/29/2015 Swarthmore College NB,,,,
198960,"Povey, Charles,",1652?-1743.,"The Virgin in Eden: or, the state of innocency. Deliver’d byway of image and description. Presenting a nobleman, a student, and heiress, on their progress from Sodom to Canaan. With the parable of the shepherd, Zachariah, and Mary, who dwelt in thatched tenements, secluded from noise and snares. Their holy living and dying. To which are added, Pamela’s letters, proved to be immodest romances painted in images of virtue: masquerades in disguise, that received birth now vice reigns in triumph, and swells in streams even to a deluge. In this treatise are the divine sayings of Queen Mary and Carolina in public assemblies and select companies. Taken from their own manuscripts. The decree of god appoints these records to be kept in every house, in every kingdom and state, from one generation to another, till the great fall of nature.",London,1767,Quarto,,"Two quotations and a coat of arms in cartouche at head of title., Priced at two shillings., Head-piece; initials., Work is divided into several sections. The first seventy-odd pages are a first-person narrative. The next is an anti-Pamela section consisting of letters attributed to the author, a divine of the church of England, a minister, a Quaker, a young nobleman, and a young lady. Next there's a found manuscript and some more letters. Finally there's a selection of short works attributed to Queen Mary and Queen ""Carolina."" Fictionality throughout the work is varying and ambiguous. It is possible that some of the letters included in the work (such as the one by Povey himself) are genuine, but others are plainly fictional. I have decided not to create a 599 Authorship Claim field for all of them, as such a list would stretch on for pages and pages., Signed (p. 119): Charles Povey, Gent., Library marginalia, back paste-down endpaper., Price printed after publication info on TP: ""[Price two shillings, in marble paper.]"", Frontispiece depicts two characters from the novel, the student and Felix, standing before a building and two trees. The caption reads: the student and Felix., Header texts at four points in the novel. These haven't been transcribed but are included with the photographs., Author (letter); Author claim description: Generic/Descriptive; author claim transcription: ""The copy of a letter sent by a divine of the church of England to the author of the sheets, intituled, The virgin in Eden.""; Author claim location: p. 73; Notes: Appears genuine, but it's not completely clear., Author (letter); Author claim description: Generic/Descriptive; author claim transcription: ""The copy of a letter sent to the author from a dissenting minister.""; author claim location: p.75; Notes: Appears genuine, but it's not completely clear., Author (letter); Author claim description: Generic/Descriptive; author claim transcription: ""A copy of the letter directed to the author from a speaker amongst the people called Quakers.""; Author claim location: p.76; Notes: Appears genuine, but it's not completely clear., Author (letter); Author claim description: Generic/Descriptive; author claim transcription: ""A copy of the Letter delivered to the author by a young nobleman.""; author claim location: p.78; Notes: Appears genuine, but it's not completely clear., Author (letter); Author claim description: Generic/Descriptive; author claim transcription: ""The copy of a letter directed to the author by a young lady.""; author claim location: p.79; Notes: Appears genuine, but it's not completely clear., Author (text); Author claim description: Personal name; author claim transcription: ""Authentick speeches and divine sayings of Queen Mary and Carolina""; author claim location: p.96; Notes: this is likely fabricated., Author (text); Author claim description: Personal name; author claim transcription: ""The Speeches and Sayings of Queen Mary""; author claim location: p.103; Notes: this is likely fabricated., Author (text); Author claim description: Personal name; author claim transcription: ""A copy of the manuscript found in Queen Mary's closet after her decease.""; author claim location: p.104; Notes: this is likely fabricated., Author (text); Author claim description: Personal name; author claim transcription: ""A copy of Queen Mary's manuscript on death""; author claim location: p.105; Notes: this is likely fabricated., Author (text); Author claim description: Personal name; author claim transcription: ""Sentences writ with Queen Mary's own hand, which she deliver'd to Dr. Burnet, Bishop of Salisbury, in her last sickness.""; author claim location: p.106; Notes: this is likely fabricated., Author (text); Author claim description: Personal name; author claim transcription: ""The opinion of Queen Carolina upon thought.""; author claim location: p.108; Notes: this is likely fabricated., Author (text); Author claim description: Personal name; author claim transcription: ""A copy of the manuscript of the queen's opinion on perfection""; author claim location: p.109; Notes: this is likely fabricated., Author (text); Author claim description: Personal name; author claim transcription: ""Queen Carolina's thoughts on controversies in points of religion.""; author claim location: p.110; Notes: this is likely fabricated.","Preface, Introduction","My thoughts on solitude and silence, that should at this time receive their birth, must remain in manuscript uncorrected: there now lies before me two volumes, under the title of Virtue Rewarded, that I cannot omit taking notice of: the work has obtained a glorious character in the eye of some; they recommend it to families equal to the whole duty of man, to instill religion into the minds of both sexes."", ""I may truly ask the question, what have all the ancient and modern learned authors have amusing themselves about, so as never to write the youths and virgins journey from this world, to that which is to come?",0,Mixed-genre,"First-person, Letters",,0,1,,Pamela,"Virgin, State, Innocency, Innocence, Image, Description, Nobleman, Student, Heiress, Progress, Parable, Shepherd, Tenement, Noise, Snare, Letter, Romance, Image, Virtue, Masquerade, Disguise, Birth, Vice, Triumph, Stream, Deluge, Treatise, Saying, Queen, Assembly, Company, Manuscript, God, Kingdom, State, Generation, Fall","Thatched, Holy, Immodest, Painted, Divine, Public, Select, Every, One, Another, Great, Nature, Fifth","Eden, Sodom, Canaan","Zachariah, Mary, Queen Mary, Carolina","Deliver, Present, Dwell, Seclude, Live, Die, Add, Be, Receive, Reign, Swell, Take, Decree",Letter,,GE 6/16/15 Swarthmore College IH,,,,
199030,"Pfeil, Johann Gottlob Benjamin,",1732-1800.,"The Memoirs of the Count of P—; shewing at once the dreadful consequences of vice, and the happiness in being virtuous. A novel, translated from the german, by F. W. Streit, F. Ducal S. at Jena. In two volumes. Vol. I.",London,1767,Duodecimo,In two volumes,"Published anonymously. By Johann Gottlob Benjamin Pfeil.  Cf. BM, vol. 188, col. 480., Two volumes bound in one., University of Pennsylvania library Rare Book Collection bookplate on front pastedown endpaper., Illegible inscription on the last page of the preface. May be the translator's name, Friedrich Wilhelm Streit., Woodcut headpieces and tail-pieces.","Preface, Errata, Footnotes","The principal motive for writing a preface, chiefly consists in making the reader acquainted with the contents of the book, submitted to his perusal; which, to be sure, is never done without describing it in its utmost beauty and perfection.",0,First-person,Letters,,1,1,Translation,,"memoir, count, consequence, vice, happiness, novel, German, Volume","dreadful, virtuous, Two","F. Ducal S., Jena","Count of P-, F.W. Streit","show, be, translate",,,GE 6/16/15 Swarthmore College IH,,,,
199032,"Marshall, Jane,",18th cent.,The history of Alicia Montague. By the Author of Clarinda Cathcart. In two volumes. Vol. I.,Dublin :,1767,Duodecimo,In two volumes.,"Published pseudonymously. The author of Clarinda Cathcart is Jane Marshall.  Cf. Halkett & Laing (2nd ed.), III, p. 64., Previously published in 2 vol., Continuous pagination: v.2 begins on page 137., Library-related marginalia., Bookplate- ""Library of the University of Pennsylvania--The Godfrey F. Singer Memorial Presented by Mr. and Mrs. Jacob Singer",Dedication,"Madam, placed at an humble distance from the great world, it is with the utmost timidity I presume to address the simple productions of my pen to your majesty.",0,First-person,Letters,,0,1,,Clarinda Cathcart,"History, Author, Volumes",Two,,"Alicia Montague, Clarinda Cathcart",,,,MH 7/6/15 University of Pennsylvania GE,,,,
199111,Author of Lucinda Courtney.,,"The history of Miss Harriot Fitzroy, and Miss Emilia Spencer. Vol. I.",Dublin,1767,Duodecimo,In two volumes.,"Half-title (p. [133]): The history of Miss Harriot Fitzroy and Miss Emilia Spencer.  Vol. II., Library marginalia: front paste-down endpaper and back free endpaper., The two volumes of the book are bound together.",Footnotes,"In v.1, information about letter writer and addressee footnoted with: ""This letter was intercepted by Miss Penelope Fitzroy, and never delivered to her sister"" (p. 114). In v.2, footnote explains that one character is alluding to ""The Gordian Knot"" (p. 266).",0,Epistolary,,Poems,0,1,,"Clarissa, Lucinda Courtney","History, Miss, Manner, Mr., Author, Volume",Two,,"Miss Harriot Fitzroy, Miss Emilia Spencer, Mr. Richardson, Clarissa, Lucinda Courtney",Write,,,NB 6/26/15 Swarthmore College YDS,,,,
199113,Editor of the Wanderer.,,"The happy extravagant: or, memoirs of Charles Clairville, Esq. In two volumes. Vol. I. By the editor of the Wanderer.",London,1768,Duodecimo,In two volumes.,"Library related marginalia; pencil; words and numbers; v.1 and v.2, back paste-down endpaper., ""Singer-Mendenhall"" stamped in ink, v.1 and v.2, back paste-down endpaper., Library, Singer-Mendenhall Collection slip with book information, v.1., Margin, p.v of v.2 Table of contents torn or cut. Text unaffected., Dedication ironically mocks the convention of dedications: ""Were I disposed, like other dedicators, to give the public a detail of my patron's virtues, I could fill a whole volume with yours; but knowing that you have a very great aversion to flattery, I forbear in complement to your modesty; else might I enumerate a long train of ancient perfections, and disinterested virtues, which you inherit from your ancestors, and which of late, indeed, I believe Nobody has laid a just claim to[...]When all my friends dropped from my side, you generously stood by me; and it is to you, alone, that I owe, at present (under heaven), my rank, as an author, and my very existence, as a man."" (v-vi)., Dialogue indicated by single quotation marks., Character names occasionally abridged with dashes or asterisks, i.e.: ""Lord V-----"" (p.226) and ""the marchioness of R***"" (p.227)., Narrative ends with reference to textuality of the work: ""If his adventures have appeared in any ways striking, they may perhaps, in some measure, prove useful also; according to that well-known maxim, by which men sometimes make the experience of others their own. If this should be the case, and if any one should find himself profitably amused, while he peruses these sheets, the intent of the editor will not be entirely frustrated, nor will he deem the time bestowed on the work wholly thrown away.","Dedication, Table of contents, Table of contents","Most respectable sir, At a time, like this, when literary productions are so cheap, and literary merit is so much disregarded, you will permit me to lay at your feet this little piece; in favour of which, I promise myself to meet with your patronage and protection."", ""Chap. I. Reflexions--Birth of our hero--his mal-treatment by his father-in-law--Removed to his uncle and guardian's house."", ""Chap. I. Charles employed by Mr. Barton--Description of that gentleman's daughter--some reflexions on love",1,Third-person,Letters,,0,1,,Wanderer,"Extravagant, Memoir, Esquire, Volume, Editor, Wanderer","Happy, Two",,"Charles Clairville, Esq.",,,,KGP 6/26-27/15 Haverford College YDS,,,,
199115,,,"Flagel: or a ramble of fancy, &c.",London :,1768,Octavo,,"Satire after the manner of Le Sage's Diable boiteux, translated as the Devil upon two sticks., Library marginalia on back paste-down and free endpapers.",,,0,First-person,,"Poetry, Newspaper articles",0,1,,The Devil upon two sticks,"flagel, ramble, fancy, land, electioneering, manner",,,,,,,GE 6/22/15 Swarthmore College NB,,,,
199118,"Gessner, Salomon,",1730-1788.,"Daphnis: a poetical, pastoral novel. Translated from the German of Mr. Gessner, the celebrated author of the death of Abel. By an English gentleman, who resided several years at Hamburgh. To which is prefixed, a prefatory discourse on the origin and use of pastoral poetry.",London:,1768,Duodecimo,,"Translation of: Daphnis., Dedication signed: Charlotte Butler (translator's daughter?), Dedication, Butler states, ""Please to receive, Sir, from the tender hands of orphan innocence, this little wreath of flowers[...]"" It is plausible to think Butler wrote the dedication after her parents or father (the English gentleman of title page author claim?), died. Prince Frederick, text makes clear, was himself a child when the dedication was made to him., ""A list of subscribers"": p. [7]-[22] at front., No running title. Instead, page numbers centered top margin of leaves., Daphnis is arranged in three sections: Book I, Book II, and Book III.","Dedication, Subscribers' List, Essay, Footnotes","Transcription: ""Sir, Your descent from the most illustrious princes of Great Britain and Germany, and the high dignity of your title, which is truly pastoral, will is it is humbly hoped, in some measure justify the propriety, and apologize for the presumption of dedicating this discourse on the origin and use of pastoral poetry, and this translation of Daphnis from the German into the English language, to your Royal Highness."", The first name listed, in large type, is ""His Royal Highness George Prince of Wales."", Essay continues for 54 pages and provides a history of pastoral poetry, including samples of poetry. Concludes with an exchange of letters: ""From a German you lady to the author of Daphnis"" and ""The Author's Answer."" Pagination is in Roman numerals., More frequent in prefatory essay than main text. Each footnote marked with asterisk. Some provide detailed definitions of places and objects mentioned in the text; majority cite other works, including the Bible.",1,Third-person,Dramatic dialogue,Poems,0,1,,Death of Abel,"Novel, German, Mr., Author, Death, Gentleman, Year, Discourse, Origin, Use, Poetry","Poetical, Pastoral, Celebrated, English, Several, Prefatory",Hamburgh,"Daphnis, Mr. Gessner, Abel","Translate, Reside, Prefix",,,KGP 7/2/15 Haverford College MH,,,,
199132,,,"Constantia; or, The distress'd friend. A novel. In two volumes.",Dublin,1770,Duodecimo,In two volumes,"Vol. 1 dated 1770; vol. 2 dated 1769., Advertisements on p. [2]-[3] (3rd count)., Bookplate, front paste-down endpaper, reads: ""Library of the University of Pennsylvania -- The Godfrey F. Singer Memorial Presented by Mr. and Mrs. Jacob Singer."", Library marginalia: red ink, on bookplate; pencil, verso of full TP and p[1]; pencil, verso back free endpaper., P. 203 mislabeled as p. 223., Chunk of possibly molding matter on page 271","Advertisement, Errata, Other, Footnote","Transcription: ""Mr. Standish presents his compliments to the world; begs leave to assure them, that he has not varied in the smallest tittle [sic] from the original letters, of which the preceding volumes are composed..."", Notes that spelling of the letters has been ""moderniz[ed]"", with u's removed from words like favor and honor. ""[T]ho' not universally adopted by that learned lexicographer Doctor Samuel Johnson, yet Mr. Standish cannot help recommending it as a very useful refinement, because people of fashion may safely affirm upon their honor, or promise to grant a favor, without being at all bound to U in either"" (p. 280)., Short play, with TP and dramatis personæ, 6pgs long. Supposedly written by Standish, one of the characters, for the wedding of several other characters., Four footnotes, p.42 giving info about a work mentioned in the text; p. 207 identifying a character as ""A Jew, famous for his nice calculations in pecuniary matters""; p. 266 translating a line of Latin that appears in the text; and p.276, in the epithalamium, explaining an allusion in the dramatic dialogue.",1,Epistolary,,"Poems, Theatrical dialogue",0,1,,,"Friend, Novel, Volume","Distress'd, Distressed, Two",,Constantia,,,,NB 7/10/15 Swarthmore College YDS,,,,
199214-1,"Scott, Sarah,",1723-1795.,"A description of Millenium Hall, and the country adjacent: together with the characters of the inhabitants, and such historical anecdotes and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue. By a gentleman on his travels. ",London,1767,Duodecimo,,"Published anonymously.  By Sarah R. Scott and Lady Barbara Montagu.  Also attributed to Oliver Goldsmith and Christopher Smart.  Cf. Halkett & Laing (2nd ed.); Cambridge bib. of English lit., v. 2, col. 1000; Crittenden, W.M.  Life & work of Mrs. Sarah Scott, p. 98., Frontispiece is an engraving, captioned ""Millenium Hall"" and labelled ""A walker del et sculp."", No running title. Instead, the names of the chapters serve as the running title for each section., Book has been rebound with marbled paper and reinforced spinal bindings., Large remnants of paper left on inside of back board, indicating something has been pasted and then removed., Library marginalia on inside of front board, recto of second to last leaf, and verso of fourth leaf., Bookplate on inside of front board. Transcription: ""Library of The University of Pennsylvania. 823 Sco45Db Presented by Charles W. Burr, M.D."", Newspaper clipping, describing the life of Sarah Scott, pasted on the first leaf (recto) of the book., Blue paper residue on top of newspaper clipping pasted on first leaf of book. The design of some of the remnant print suggests that a library slip used to be pasted here., Authorship is often accredited to Christopher Smart and Oliver Goldsmith; however, this novel is written by Sarah Scott, and marginalia found in book shows that previous owner was aware of this. Marginalia includes newspaper clippings about Scott, and Scott's name in pencil on the full title page., Each chapter heading is preceded by an ornamental double-line of some sort (made up of leaves, patterns, or simply unadorned), and each chapter concludes with a small rectangular ornament, such as a crest, as well.",Preface,"The publisher of this description is under some difficulties, on the account of the author's addressing the volume to him, and making him a compliment in the beginning; which, as he conscious he does not deserve, he hopes the readers will impute to its proper cause, namely, to the warmth of friendship, which is too apt to exalt the object it esteems.",0,Epistolary,,,1,1,,,"Description, Millenium, Hall, Country, Character, Inhabitant, Anecdote, Reflection, Reader, Sentiment, Humanity, Mind, Love, Virtue, Gentleman, Travel","Adjacent, Such, Historical, Proper",Millenium Hall,,"May, Excite, Lead",,Together,KS 6/11/15 University of Pennsylvania IH,,,,
199214-1,"Scott, Sarah,",1723-1795.,"A description of Millenium Hall, and the country adjacent: together with the characters of the inhabitants, and such historical anecdotes and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue. By a gentleman on his travels. The third edition.",London,1767,Duodecimo,,"Published anonymously.  By Sarah R. Scott and Lady Barbara Montagu.  Also attributed to Oliver Goldsmith and Christopher Smart.  Cf. Halkett & Laing (2nd ed.); Cambridge bib. of English lit., v. 2, col. 1000; Crittenden, W.M.  Life & work of Mrs. Sarah Scott, p. 98., Frontispiece is an engraving, captioned ""Millenium Hall."" Depicts two men in the woods, looking toward a distant edifice. Beneath frontispiece: ""A walker del et sculp."", No running title. Instead, the names of the chapters serve as the running title for each section., Book has been rebound with marbled paper and reinforced spinal bindings., Large remnants of paper left on inside of back board, indicating something has been pasted and then removed., Library marginalia on inside of front board, recto of second to last leaf, and verso of fourth leaf., Bookplate on inside of front board. Transcription: ""Library of The University of Pennsylvania. 823 Sco45Db Presented by Charles W. Burr, M.D."", Authorship is often accredited to Christopher Smart and Oliver Goldsmith; however, this novel is written by Sarah Scott, and marginalia found in book shows that previous owner was aware of this. Marginalia includes newspaper clippings about Scott, and Scott's name in pencil on the full title page., Each chapter heading is preceded by an ornamental double-line of some sort (made up of leaves, patterns, or simply unadorned), and each chapter concludes with a small rectangular ornament, such as a crest.",Preface,"The publisher of this description is under some difficulties, on the account of the author's addressing the volume to him, and making him a compliment in the beginning; which, as he conscious he does not deserve, he hopes the readers will impute to its proper cause, namely, to the warmth of friendship, which is too apt to exalt the object it esteems.",0,Epistolary,,,1,1,,,"Description, Millenium, Hall, Country, Character, Inhabitant, Anecdote, Reflection, Reader, Sentiment, Humanity, Mind, Love, Virtue, Gentleman, Travel, Edition","Adjacent, Such, Historical, Proper, Third",Millenium Hall,,"May, Excite, Lead",,Together,KS 6/11/15 University of Pennsylvania KGP,,,,
199447,,,"The Distressed lovers: or, the history of Edward and Eliza. In a series of letters. In two volumes. Vol. 1",Dublin,1768,Octavo,In two volumes.,"Woodcut headpieces and tailpieces, Claims to have been found and edited by Edward's friend, University of Pennsylvania Singer-Mendenhall collection bookplate on front board pasted down leaf., Contains poems about authors like Jonathan Swift, Thomas Addison, and John Dryden., Library marginalia: free back endpaper (verso); b1r (v.1); and title page (v.1; verso)., Title page (v.1) is loose., Two volumes bound as one.",,,0,Epistolary,Third-person,Poems,0,0,,,"lover, history, series, letter, volume","distressed, two","Edward, Eliza",,,letter,,GE 6/30/2015 Swarthmore College IH,,,,
199451,"Mulso, Thomas,",fl. 1768.,"Callistus: or, the man of fashion. And Sophronius: or, the country gentleman. In three dialogues. By Thomas Mulso, Esq;",Dublin,1769,Duodecimo,In three dialogues,"First published in London, 1768., No running title, but section running titles: p.2-57, ""Dialogue I.""; p.60-157, ""Dialogue II.""; p.162-206, ""Dialogue III."" , Section half title pages for Dialogue I and Dialogue III, but not Dialogue II. Dialogue's I and III also have an ""Introduction."", Library marginalia, back free endpaper., No back paste-down endpaper. Front paste-down endpaper is almost unglued from board., Ripped out endpaper at back of book, corner of the page still in the book attached at spine., The speaker of the dramatic dialogue (in which the majority of the text is written) is indicated with a capitalized, centered print of the name of the speaker followed by the dialogue., Small book worm hole in front free endpaper.","Dedication, To the reader, Introduction, Introduction","My lord, Many years have elapsed since your lordship did me the honour to peruse some of my dialogues, and to approve them in terms which, if I had not known the excess of your candour and good nature, I should have supposed infallible proofs of their having some merit..."" , Instead of troubling you with a preface, I will only beg leave to borrow part of the apology of an admirable writer, who certainly stood in no need of it himself., Located at the beginning of the first section of the book, but within the text, under the section running-title and under the main text page numbering. Transcription: ""Two young gentlemen, whom we will call Callistus and Sophronius, were fellow-collegiates at the University..."", Located at the beginning of the third section of the book, within the text, under the section running-title. Transcription: ""Sophronius (with whom the reader is already acquainted) after he had performed the last sad duties to his departed friend, the wretched Callistus, and, as executor, settled his affairs, returned with impatience to his rural retirement, the seat of peace, of love, and chearfulness.",1,Dramatic dialogue,"Letters, Third-person",,0,1,,,"Man, Fashion, Country, Gentleman, Dialogue, Esq;",Three,,"Callistus, Sophronius, Thomas Mulso, Esq;",,,,NB 7/13/15 Swarthmore College MH,,,,
199454,,,The History of Amintor and Teresa.,London,1769,Duodecimo,,"Sequel to: Almira, or The history of a French lady of distinction (1758).  Cf. Advertisement to the reader, p. [3] at front., P.157-168 of text bound front of volume, before preface and after title page., In the preface, the author claims that the characters' memories form the basis of the narrative: ""The following sheets being compiled (as may be presumed by those who read them) from the memory only of those several parties therein mentioned[...]Nor is it here pretended, that the identity of words could always be preserved, considering the deep distress of those characters who were most concerned[...]"", Woodcut printer's ornaments., Library marginalia, back free endpaper.",Preface,"Transcription: ""Amintor and Teresa having first been introduced in the History of Almira, published several years ago, it was imagined that the subsequent account of them might be agreeable to all such as favored those two volumes by their kind encouragement[...]If those have the good fortune to prove entertaining to the worthy reader, the author will in that receive the worthiest satisfaction.",0,Third-person,Letters,,1,1,,,History,,,"Amintor, Teresa",,,,KPG 7/7/2015 Haverford College IH,,,,
199559,"Neville, Henry,",1620-1694.,"The Isle of Pines. Or the late discovery of a fourth island, in terra Australis incognito. Being a true relation of certain English persons, who, in the days of Q. Elizabeth, making a voyage to the East India, were cast away, and wrecked upon that island, and all drowned, except one man and four women, whereas one was a negro. And now lately, A. D. 1667, a Dutch ship driven by foul weather there, by chance have found their posterity, speaking good English, to amount to 10 or 12,000 persons, as they suppose. The Whole relation follows, written by the man himself a little before his death, and declared to the Dutch by his grandchild. By Henry Neville.",London,1768.0,Duodecimo,,"Issued with: Parliament of ladyes. 1768 / Henry Neville.  London : Printed 1647, Reprinted for T. Cadell, 1768., First published 1668.  Cf. Wing (2nd ed.) N505., Excerpted from a longer work., Appears to have been rebound with another work by the same author, ""The Parlament of Ladies."" It is unclear, although it looks unlikely, whether they were originally bound together as well., Early example of utopian speculative fiction., Woodcut tail-piece shaped like an acorn., Author (text); Author claim description: Generic/Descriptive; Author claim transcription: ""written by the Man himself a little before his death""; Author claim location: Title Page., Author (text); Author claim description: Generic/Descriptive; Author claim transcription: ""I gave this narration, written with my own hand, to my eldest son""; Author claim location: Middle.",Footnote,"Queen's Royal Licence] Queen Elizabeth would not admit the East India Company, at her first granting them to be a Corporation, to transport the King of Spain's silver coins into the East Indies, though the Merchants pressed it often, telling her, that her coin and stamp were not known in the East Indies, they thinking to get licence to send thither what silver they pleased.",0,First-person,,,0,1,,,"isle, pine, discovery, island, terra, relation, person, day, voyage, man, women, negro, ship, weather, chance, posterity, English, death, Dutch, grandchild","late, fourth, Australis, Incognita, true, certain, English, east, one, four, Dutch, foul, good, 10, 12,000, whole, little","Terra Australis Incognita, East India",Queen Elizabeth,"make, cast, wreck, drown, drive, find, speak, amount, suppose, follow, write, declare",,"away, now, lately, there",GE 6/26/2015 Swarthmore College IH,,,,
199563,"Neville, Henry,",1620-1694.,"The Parlament of Ladies. Or divers remarkable orders, of the ladies, at Spring Garden, in parlament assembled. Together with certain votes, of the unlawful assembly, at Kate’s, in Covent Garden. Both sent abroad to prevent misinformation. By Henry Neville.",London,1768.0,Duodecimo,,"First published in 1647 under the title: The parliament of ladyes.  Cf. Wing (2nd ed.) N508., A political satire about the Civil War, 1642-1649., Signature: A12, Issued with: The Isle of Pines, or a late discovery of a fourth island in Terra Australis Incognita / Henry Neville.  London : Printed 1668, reprinted for T. Cadell, 1768., Woodcut tail-piece shaped like an acorn., Framed as a published court document., Appears to have been rebound with another work by the same author, ""The Isle of Pines."" It is unclear, although it looks unlikely, whether they were originally bound together as well., Author (paratext); Author claim type: Proper name; Author claim transcription: B. Kingsmill, Cler. Parlamentorum; Author claim location: Note; Notes: Here, a clerk of Parlament claims (fictitiously, of course) that ""the Ladies assembled in Parlament"" ordered the publication of ""their Orders and Votes"" in order ""to prevent all such misreports and Scandals.",Note,"Here, a clerk of Parlament claims (fictitiously, of course) that ""the Ladies assembled in Parlament"" ordered the publication of ""their Orders and Votes"" in order ""to prevent all such misreports and Scandals."" Their published orders and votes are included in the text that follows.",0,Third-person,,,1,1,,,"parlament, lady, order, vote, assembly, abroad, misinformation, garden, spring","divers, remarkable, certain, unlawful, both","Spring Garden, Kate's, Covent Garden",,"assemble, send, prevent",,together,GE 6/26/2015 Swarthmore College IH,,,,
